,Name,Address,Longitude,Latitude
807,St. Vincent de Paul Community Pharmacy OH," 1125 Bank St, Cincinnati, Ohio",-84.5337905,42.56932748
808,St. Vincent de Paul Detroit Dental Clinic," 3000 Gratiot Avenue, Detroit, Michigan",-83.0293116,46.84237165
809,St. Vincent de Paul Health Center," 432 8th St, Augusta, Georgia",-81.9665722,35.55682085
810,St. Vincents Clinic," 2817 Post Office St, Galveston, Texas",-94.7996353,30.67042892
811,St. Vincents Mobile Health Outreach Ministry," 1 Shircliff Way, Jacksonville, Florida",-81.689871,31.82820193
812,Stehouwer Free Clinic," 2501 International Blvd Ste B, Oakland, California",-122.2337491,40.8612128
813,Student Health Action Coalition," 3504 Mission Inn Ave, Riverside, California",-117.3720663,36.16929044
814,Sumpter Free Medical Clinic," 1083 Highway 35, St. Stephen, South Carolina",-79.957624,35.41566622
815,Sumter United Ministries Free Medical Clinic," 36 S Artillery Dr, Sumter, South Carolina",-80.361114,36.09108432
816,Surry Area Free Clinic," 474 Colonial Trail West, Surry, Virginia",-76.8506777,40.03401352
817,Surry Medical Ministries Clinic," 813 Rockford St, Mount Airy, North Carolina",-80.610763,39.23940581
818,Susan Dew Hoff Memorial Clinic Inc.," 925 Liberty Street, West Milford, West Virginia",-80.3954639,42.67856021
819,"Susquehanna Rural Free Clinic, Inc."," 1004 E Main St, Merrill, Wisconsin",-89.6855248,50.75470271
820,Swedish Community Specialty Clinic," 801 Broadway, Heath Bldg, Suite 901, Seattle, Washington",-122.3211516,54.27736311
821,"Tar River Mission Clinic, Inc."," 1041 Noell Lane, Medical Plaza B, Rocky Mount, North Carolina",-77.8217624,38.59749222
822,Taylors Free Medical Clinic," 400 W Main St, Taylors, South Carolina",-82.310974,37.30661885
823,Teen Xpress," 601 W. Michigan Street, Orlando, Florida",-81.3869709,29.77076044
824,"Temple Community Free Clinic, Inc."," 1905 Curtis B Elliott Dr, Temple, Texas",-97.3224575,32.73621869
825,Tennessee Charitable Care Network," PO Box 121371, Nashville, Tennessee",-86.7816016,38.83441053
826,Teton Free Clinic," 557 E. Broadway, Jackson, Wyoming",-110.751,48.37825952
827,Texas Association of Charitable Clinics," PO Box 684127, Austin, Texas",-97.7430608,31.78182253
828,That Neighborhood Free Health Clinic," 306 Bush St, Toledo, Ohio",-83.517502,45.90706644
829,The Ark," 6450 North California Avenue, Chicago, Illinois",-87.7000483,46.36070279
830,The Barnabas Samaritan Medical Clinic," 1303 Jasmine Street, Ste 101, Fernandina Beach, Florida",-81.454486,32.23528383
831,The Breathing Association Lung Health Clinic," 1520 Old Henderson Road, Columbus, Ohio",-83.0600893,43.77967442
832,The Brenham Clinic," 600 N Park Street, Brenham, Texas",-96.3982038,31.67048671
833,The Bridge Clinic," 318 N Church St, Rockford, Illinois",-89.094654,46.7318032
834,The Broad Street Clinic Foundation," 534 N 35th St Ste K, Morehead City, North Carolina",-76.7531801,37.07941362
835,The Care Clinic Inc.," 239 Robeson St, Fayetteville, North Carolina",-78.8878181,37.4680254
836,The Care Place," 1707 N. Blairs Bridge Road, Douglasville, Georgia",-84.6034364,35.92334261
837,The CARES Senior Health Clinic," 6640 Van Buren Street, New Port Richey, Florida",-82.7113924,29.47482602
838,The Clinic," 143 Church St, Phoenixville, Pennsylvania",-75.5139108,43.88568528
839,"The COPE Center, Inc."," 3686 US Hwy 331 South, Defuniak Springs, Florida",-86.1229398,32.25095254
840,The Cornerstone Free Health Clinic," 8270 Richmond Tappahanock Highway, Aylett, Virginia",-77.104881,40.86565411
841,The Family Place," P.O. Box 7999, Dallas, Texas",-96.7969879,34.72614926
842,The Free Clinic of Danville," 133 S Ridge St, Danville, Virginia",-79.3947899,39.36005069
843,Free Clinic of Meridian," 4707 Popular Springs Drive, Meridian, Mississippi",-88.701167,34.28755005
844,The Free Clinic of Rockingham County," 315 S Main St, Reidsville, North Carolina",-79.665636,39.07635013
845,The Free Clinics," 841 Case St, Hendersonville, North Carolina",-82.4282328,37.76297408
846,The Free Medical Clinic," 1875 Harden St, Columbia, South Carolina",-81.0243793,36.20917949
847,The Good Samaritan Center," 140 Industrial Loop Ste 100, Fredericksburg, Texas",-98.8517506,31.7608381
848,The Good Samaritan Clinic," 3880 Watermelon Rd Ste A, Northport, Alabama",-87.552961,35.28164227
849,The Good Samaritan Clinic Of Jackson County," 293 Hospital Rd Ste B, Sylva, North Carolina",-83.2050919,37.87661633
850,The Good Samaritan Free Clinic Inc.," 2601 Virginia Avenue, Fort Pierce, Florida",-80.3521658,28.53649446
851,The Good Samaritan Health Center Inc.," 1015 Donald Hollowell Parkway, Atlanta, Georgia",-84.4206515,35.91865793
852,The Greater Baton Rouge Community Clinic," 5414 Brittany Dr, Baton Rouge, Louisiana",-91.1105053,31.93591034
853,The Haley Center," 122 W. Central Ave., Winter Haven, Florida",-81.727583,29.21077503
854,The Health Wagon," 5626 Patriot Drive, Wise, Virginia",-82.5491169,39.83893782
855,The Hearts and Hands Clinic," 127 N. College Street, Statesboro, Georgia",-81.7856435,34.34273123
856,The Hope Clinic," 1600 5th Ave S Ste 1, Jasper, Alabama",-87.2799103,35.9937371
857,The Hope Project," 157 Wall Street, Center, Texas",-94.2450679,33.74071893
858,"The House Portable Medical Care, Inc."," 13650 Crystal River Drive, Orlando, Florida",-81.1838307,29.80551999
859,The Jesus Clinic," 1133 Sixth Street, Daytona Beach, Florida",-81.0577519,30.58378835
860,The Loudoun Free Clinic," 224A Cornwall St NW, Leesburg, Virginia",-77.5676344,42.56973724
861,The Mary Rose Clinic," 1081 Northside Shopping Ctr, Oneida, New York",-75.660398,47.85861766
862,The Medina Clinic," 13013 Fuller Ave Ste A, Grandview, Missouri",-94.5179623,42.27018762
863,The Medina Health Ministry," 970 E Washington St, Medina, Ohio",-81.8379832,45.20967611
864,The Neighborhood Christian Clinic," 1929 W Fillmore St Bldg C, Phoenix, Arizona",-112.1014801,35.53568777
865,The Neighborhood Clinic at Woody Creek," 006 Woody Creek Plaza, Woody Creek, Colorado",-106.8876553,42.77089685
866,The Network Clinic," 741 S. Sherman, Richardson, Texas",-96.7390931,34.9227824
867,The Northern Neck Free Health Clinic," 51 William B Graham Ct, Kilmarnock, Virginia",-76.3896547,40.76235816
868,The Olympia Free Clinic," 108 State Avenue NW, Olympia, Washington",-122.9022381,53.44586036
869,The Open Door Clinic Inc," PO Box 271, Chippewa Falls, Wisconsin",-91.3929348,50.40980655
870,The Open Door Missions Health and Healing Clinic," 2828 N. 23rd Street E, Omaha, Nebraska",-95.9015661,45.40421891
871,The Peoples City Mission Free Medical Clinic," 401 N 2nd St, Lincoln, Nebraska",-96.7191846,44.78478175
872,The Samaritan Center," 200 NW 3rd Ave, Visalia, California",-119.2936668,39.05383196
873,The Sharewood Project," 148 Pleasant St., Malden, Massachusetts",-71.0711847,46.93860377
874,The Wallace Medical Concern," 124 NE 181st Ave Ste 103, Portland, Oregon",-122.476634,51.24231051
875,"To Our Shores, Inc."," 3231 Central Park W Ste 200, Toledo, Ohio",-83.700714,45.9296102
876,Tomagwa Ministries Medical Clinic," 13414 Medical Complex Dr Ste 1, Tomball, Texas",-95.6233573,31.57076092
877,Touched Twice United," 18 Broadway, Lawrence, Massachusetts",-71.1677557,47.31469228
878,Tracy Free Clinic," 652 W 11th St Ste 125, Tracy, California",-121.4354157,40.80725933
879,Tree of Life Healthcare," 1968 North Avenue, Columbus, Georgia",-84.981191,34.37729694
880,Tri City Health Partnership," 318 Walnut St, St Charles, Illinois",-88.3173274,46.24402116
881,Trinity Clinic," 507 4th Street, Calvin, Oklahoma",-96.2496865,37.36274963
882,Trinity Community Care," 47511 Van Dyke, Shelby Township, Michigan",-83.033091,47.23394833
883,Trinity Neighborhood Health Clinic," 1615 6th Ave, Tacoma, Washington",-122.4609258,53.7555888
884,Trinity Rescue Mission," 622 West Union Street, Jacksonville, Florida",-81.664317,31.85904975
885,Troup Cares Medical Clinic," 301 Medical Drive, Suite 501, LaGrange, Georgia",-85.0611925,35.03005501
886,TTUHSC Free Clinic at Lubbock Impact," 2707 34th St, Lubbock, Texas",-101.8755137,35.6655625
887,Tuscarawas Clinic For The Working Uninsured," 420 S Reeves Ave Ste D, Dover, Ohio",-81.463124,44.37952901
888,Twin Counties Free Clinic," 1301 Cheri Blvd Ste 116, Marinette, Wisconsin",-87.6225886,50.60254419
889,Tzedakah Christian Health Center," 269 W. Eldorado, Decatur, Illinois",-88.9585266,43.50994834
890,UAMS Northwest North Street Clinic," 1125 N. College Avenue, Fayetteville, Arkansas",-94.1588355,38.729383
891,Ubi Caritas Health Ministries," 4450 Highland Ave, Beaumont, Texas",-94.0858331,31.52270457
892,UCSD Student Run Clinic," 9500 Gilman Drive, La Jolla, California",-117.2348172,34.85199043
893,UHI Community Care Clinic," 4851 NW 183rd Street, Miami, Florida",-80.281466,26.87412202
894,Union Gospel Mission Medical Clinic," 1300 N 1st Street, Yakima, Washington",-120.512719,52.82232192
895,United Christian Ministries of Abbeville County Free Medical," 101 Center Street, Abbeville, South Carolina",-82.3795615,36.38317148
896,Universal Crescent Clinic," 4350 N. Lockwood Ridge Rd, Sarasota, Florida",-82.504682,28.47725357
897,University of Miami Pediatric Mobile Clinic," 1601 NW 12th Ave, Miami, Florida",-80.214243,26.70793431
898,Upper Valley Free Clinic," 347 Division Street, Leavenworth, Washington",-120.6565151,54.25632531
899,Urban Mercy Clinic," 655 NW 125th Street, Miami, Florida",-80.2099794,26.81840873
900,Urban Ministries Open Door Clinic," 1390 Capital Blvd, Raleigh, North Carolina",-78.6350281,38.38524161
901,Valley Health Connections," 268 River St, Springfield, Vermont",-72.4982849,48.14372977
902,Venice Family Clinic," 604 Rose Ave, Venice, California",-118.4715185,36.19025275
903,"Vermont Coalition of Clinics For The Uninsured (not a clinic, but can help find one)"," PO Box 113, Burlington, Vermont",-73.212072,49.76113204
904,Victory Ministries," 4142 Westerville Road, Columbus, Ohio",-82.9396496,43.78276464
905,Vidas De Esperanza," 219 Cathedral Pl, Santa Fe, New Mexico",-105.9355992,38.24547886
906,VIM Berkshires," 777 South Main Street, Great Barrington, Massachusetts",-73.3647138,46.61792381
907,VIM Clinic of the Cascades," 2300 NE Neff Road, Bend, Oregon",-121.2723401,49.18992894
908,"VIM Clinic, Inc."," 417 Balboa Ave., Stuart, Florida",-80.240236,28.27969782
909,Viola Startzman Free Clinic," 1874 Cleveland Rd, Wooster, Ohio",-81.9348768,44.79212126
910,Virginia Association of Free and Charitable Clinics," 1801 Libbie Ave Ste 104, Richmond, Virginia",-77.5060201,40.61538523
911,Virginia B. Andes Volunteer Community Clinic," 21297 Olean Blvd., Unit B, Port Charlotte, Florida",-82.0977933,28.04449931
912,VNA Mobile Clinic," 2400 SE Monterey Rd, Stuart, Florida",-80.2245012,28.27832146
913,Voice of Freedom," 6475 New Hampshire Ave Ste 504J, Hyattsville, Maryland",-77.0005827,42.37372564
914,Volunteer Care Center of Lee County," 101 West 2nd Street, Dixon, Illinois",-89.4830043,46.15107859
915,Volunteer Doctors Care Community Education Center," 2009 Juniper Street, Quakertown, Pennsylvania",-75.3523187,44.2881908
916,Volunteer Health Corps," 9032 Perkins Rd, Baton Rouge, Louisiana",-91.1035852,31.91537441
917,Volunteer Healthcare Clinic," 4215 Medical Pkwy, Austin, Texas",-97.7421434,31.8338218
918,Volunteers In Medicine," 190 N Pennsylvania Ave, Wilkes Barre, Pennsylvania",-75.8741636,45.35424622
919,Volunteers in Medicine Clinic OR," 2260 Marcola Road, Springfield, Oregon",-122.9925483,49.18699564
920,Volunteers In Medicine Clinic," 15 Northridge Dr, Hilton Head, South Carolina",-80.7066175,34.0634008
921,Volunteers In Medicine Free Health Clinic," 711 S 8th St, Lebanon, Pennsylvania",-76.423649,44.14242136
922,Volunteers in Medicine Gautier," 2550 Indian Point Rd., Gautier, Mississippi",-88.6519487,31.94825507
923,Crossroads Clinic," 10714 Veterans Memorial Pkwy, Lake St Louis, Missouri",-90.7720416,42.16212782
924,Volunteers In Medicine Of Bartholomew County," 836 Jackson St, Columbus, Indiana",-85.923143,42.68271879
925,Volunteers in Medicine of Cape May County," 423 N Route 9, Cape May Court House, New Jersey",-74.793345,42.41504704
926,Volunteers in Medicine of Monroe County," 811 West 2nd Street, Bloomington, Indiana",-86.542653,42.62282348
927,Volunteers in Medicine of Southern Nevada," 4770 Harrison Dr Ste 200, Las Vegas, Nevada",-115.1117954,38.76032487
928,Volunteers In Medicine Of The Olympics," 819 E. Georgiana St., Port Angeles, Washington",-123.4183693,55.03117103
929,Volunteers in Medicine West County Clinic," 14395 Manchester Road, Manchester, Missouri",-90.515842,41.89375196
930,"Volunteers in Medicine, Chattanooga, Inc."," 5705 Marlin Road, Ste. 1400, Chattanooga, Tennessee",-85.2113456,37.41525504
931,Walkers Point Community Clinic," 130 W. Bruce St, Milwaukee, Wisconsin",-87.9121564,47.7527934
932,"Warren Community Health Clinic, Inc."," 546 W Ridgeway St, Warrenton, North Carolina",-78.1636457,39.13643503
933,Washington County Free Clinic," 208 Third Street, Marietta, Ohio",-81.451449,42.95078442
934,Washington Healthcare Access Alliance," PO Box 14506, Seattle, Washington",-122.3320708,54.27252984
935,Washington Park Childrens Free Health Clinic," 5350 South Prairie Avenue, Chicago, Illinois",-87.6192828,46.0890321
936,WATCH Healthcare Program," 2700 Wayne Memorial Dr, Goldsboro, North Carolina",-77.9525029,37.8914997
937,Water Street Health Services," 210 S Prince St, Lancaster, Pennsylvania",-76.3073379,43.75603486
938,"Watertown Area Cares Clinic, Inc."," 415 S 8th St, Watertown, Wisconsin",-88.7168878,47.97933501
939,Waukee Area Christian Free Clinic," 1155 SE Boone Drive, Waukee, Iowa",-93.8318769,45.8277229
940,Way Free Medical Clinic Inc.," 479 Houston Street, Green Cove Springs, Florida",-81.6852822,31.47467623
941,"We Care Jacksonville, Inc."," 300 Riverside Drive East, Ste 2000, Bradenton, Florida",-82.5603826,28.61869592
942,Webster City Free Clinic," 820 James Street, Webster City, Iowa",-93.8256496,46.99896318
943,WelcomeHealth," 1100 N Woolsey Ave, Fayetteville, Arkansas",-94.1614362,38.73024589
944,Wesley Church Health Center," 410 S. Pittsburgh St., Connellsville, Pennsylvania",-79.589163,43.73032917
945,Wesley House Clinic," 1520 8th Ave, Meridian, Mississippi",-88.686287,34.24640684
946,West Alabama Mental Health Board," 1401 US Highway 80 E, Demopolis, Alabama",-87.8552393,34.38854474
947,West Plains Christian Clinic," 1115 Alaska St Ste 212, West Plains, Missouri",-91.87364,39.54978531
948,West Sound Free Clinic," P.O. Box 2047, Silverdale, Washington",-122.6948697,54.32940003
949,Western Berks Free Medical Clinic," 480 Big Spring Road, Robesonia, Pennsylvania",-76.1290973,44.18433136
950,"Western Berks Free Medical Clinic, Inc."," 480 Big Spring Road, Robesonia, Pennsylvania",-76.1290973,44.18433136
951,Western Tidewater Free Clinic," 2019 Meade Pkwy, Suffolk, Virginia",-76.5953241,39.58125777
952,Westminster Free Clinic," 1000 E Janss Rd, Thousand Oaks, California",-118.8611865,36.43120415
953,Westside Free Medical Clinic," 2000 Aldersgate Rd., Little Rock, Arkansas",-92.3925878,37.0727211
954,Westside Samaritans Clinic," 10000 W. Newberry Rd., Gainesville, Florida",-82.4487083,31.08205516
955,Whatcom Alliance for Health Advancement," 800 E. Chestnut Street, Lower Level, Suite 2, Bellingham, Washington",-122.473393,55.97827628
956,WHC Clinic," 205 E. Brazos St., Palestine, Texas",-95.627751,33.51670503
957,"Wheeling Health Right, Inc."," 61 29th St, Wheeling, West Virginia",-80.7232954,43.77916871
958,Wildflower Clinic," 268 Herbert St, St. Augustine, Florida",-81.3367721,31.34364647
959,Willa Carson Health and Wellness Center," 1108 N Martin Luther King Jr Ave, Clearwater, Florida",-82.7921751,29.16061126
960,Willing Helpers Medical Inc," 8111 Brown Bridge Rd, Covington, Georgia",-83.8830937,35.69978504
961,Windsor Community Health Clinic," 289 County Rd, Windsor, Vermont",-72.4028699,48.38740825
962,WOFCC Hope Clinic," 609 W Avenue E, Elk City, Oklahoma",-97.9356825,36.82248589
963,"Women Of Means, Inc."," 148 Linden St Ste 208, Wellesley, Massachusetts",-71.294243,46.76556256
964,World Gospel Mission," PO Box 948, Marion, Indiana",-85.6591442,44.44341686
965,"WV Health Right, Inc."," 1520 Washington St E, Charleston, West Virginia",-81.6214951,41.57410303
966,Wyandotte Clinic for the Working Uninsured," 3333 Biddle Ave.,Suite A, Wyandotte, Michigan",-83.1505243,46.63026109
967,Xenos Free Clinics 1," 1934 N. 4th Street, Columbus, Ohio",-82.997781,43.7151455
968,Xenos Free Clinics 2," 40 Chicago Avenue, Columbus, Ohio",-83.0340883,43.65826933
969,Xenos Free Clinics 3," 171 East 5th Ave, Columbus, Ohio",-83.0006793,43.69419859
970,Xenos Free Clinics 4," 421 Lancaster Avenue, Reynoldsburg, Ohio",-82.812008,43.67891446
971,York County Free Clinic," 410 Oakland Ave, Rock Hill, South Carolina",-81.0266455,37.32631585
972,Yuma Free Clinic," 2451 S Avenue A Ste F101, Yuma, Arizona",-114.632704,34.61459072
973,The Night Ministry," 4711 N Ravenswood, Chicago, Illinois",-87.673694,46.3183665
974,Rural Health Clinic of The Cumberlands," 9400 Sparta Hwy, Crossville, Tennessee",-85.1839972,38.60075999
975,Urban Health and Wellness," 645 Grant Street SE, Atlanta, Georgia",-84.3767213,35.8745462
976,Night Ministry," 4711 North Ravenswood Avenue, Chicago, Illinois",-87.673694,46.3183665
977,Doctors of the World Rockaways Free Clinic," PO Box 51339, Durham, North Carolina",-78.898619,38.62576363
978,Faith Family Clinic," 8711 Village Dr Ste 305, San Antonio, Texas",-98.4280801,30.91761375
979,"Community Dentistry in Wheels, Inc."," 4601 Presidents Drive, Lanham, Maryland",-76.8314306,42.35497612
980,Mustard Seed Community Health 2," 400 W. Radiance Drive, Greensboro, North Carolina",-79.815253,38.72860413
981,NC MedAssist," 601 E 5th St Ste 350, Charlotte, North Carolina",-80.836319,37.67812393
982,Christian Community Health Services," 1709 E. Hattie, Fort Worth, Texas",-97.3041113,34.68079173
983,Volunteer Care Clinic," 591 S State Street, Provo, Utah",-111.6430604,44.00771868
984,Mission Hillsboro Medical Clinic," 120 B East Franklin, Hillsboro, Texas",-97.1290336,33.82006469
985,One80 Place," 35 Walnut Street, Charleston, South Carolina",-79.9440153,34.75398303
986,"Florida Association of Free and Charitable Clinics, Inc. (this is not a clinic, but they can help you find one in the state)"," 1129 S Kansas Ave Ste B, Topeka, Kansas",-95.6771844,42.47169596
987,Clinica Amistad," 101 W Irvington Rd., Bldg. 3, Tucson, Arizona",-110.9677547,33.995731
988,Lamplight Family Health Care," 1025 Berkshire Blvd. Suite 700, Wyomissing, Pennsylvania",-75.9746018,44.16505872
989,Clemson Free Clinic SC," 1200 Tiger Blvd, Clemson, South Carolina",-82.829675,37.02731494
990,SLO Noor Foundation," PO Box 54346, Oklahoma City, Oklahoma",-97.5164276,37.9772097
991,"BayouClinic, Inc."," 13833 Tapia Ave, Bayou La Batre, Alabama",-88.247439,31.93977934
992,Edisto Indian Clinic," 1125 Ridge Rd, Ridgeville, South Carolina",-80.3763568,35.07166408
993,Vermont Coalition Of Clinics For The Uninsured," PO Box 113, Burlington, Vermont",-73.212072,49.76113204
994,"Ibn Sina Foundation, Inc."," 11226 S Wilcrest Dr, Houston, Texas",-95.5704823,31.07959572
995,Granville Neighborhood Health Center," 9550 W Brown Deer Rd, Milwaukee, Wisconsin",-88.0297439,47.96281185
996,"Health Ministry of The Southern Tier, Inc."," 300 Nasser Civic Center Plz Ste 230, Corning, New York",-77.0471815,46.55356383
997,Majesty Care Clinic," 116 East Pittsburgh St., Lower Level, Greensburg, Pennsylvania",-79.5416031,44.10776881
998,The Kitchen Clinic," 1630 N Jefferson Ave, Springfield, Missouri",-93.2885761,40.16370321
999,Auxanomen Clinic," 2105 Parker Lane, Austin, Texas",-97.7347489,31.74315874
1000,Open Arms Clinic GA," 109 Big A Road, Toccoa, Georgia",-83.3160791,36.89269748
1001,Hope Clinic and Care Center," 2693 W. grand Chute Blvd., Appleton, Wisconsin",-88.450324,49.51613061
1002,"Ohio University College of Osteopathic Medicine, Diabetes Free Clinic"," 055 Grosvenor Hall, Athens, Ohio",-82.0985409,42.84655023
1003,Bolingbrook Christian Health Center," 151 East Briarcliff Road, Bolingbrook, Illinois",-88.0650262,45.9559675
1004,"Homeless Empowerment Program, Inc. Dental and Wellness Clinic"," 1119 Fairborn Avenue, Clearwater, Florida",-82.7843649,29.1603147
1005,Panos Free Clinic," 921 N Main St Ste 165, Bluffton, Indiana",-85.1662928,44.69905553
1006,Wolf Lake Free Health Clinic at Columbia City," 524 Branch Court, Columbia City, Indiana",-85.4902954,45.24790753
1007,"Athens Nurses Clinic, Inc."," 240 North Avenue, Second Floor, Athens, Georgia",-83.3668297,36.15634988
1008,Cove House Free Clinic," 806 E. Ave. D, Ste. D, Copperas Cove, Texas",-97.8936605,32.77473675
1009,Healing Bridge Clinic," 215 Willow Bend Road, Peachtree City, Georgia",-84.5844455,35.46763859
1010,Community Health Clinic," 100 S. Chappell Hill, Suite 106, Brenham, Texas",-96.390895,31.6676784
1011,"Clarkston Community Health Center, Inc."," 1010 N Thompson St, Richmond, Virginia",-77.4792953,40.59059235
1012,Beersheba Springs Medical Clinic," 19592 State HWY 56, Beersheba Springs, Tennessee",-85.6596107,37.97423189
1013,Charis Health Center," 2620 Mt Juliet Rd, Mount Juliet, Tennessee",-86.5172161,38.88867772
1014,Charis Health Center Satellite," 9000 Stewarts Ferry Pike, Mount Juliet, Tennessee",-86.4165922,38.77043468
1015,Friends in Need Healthcare," 1105 West Stone Drive, Kingsport, Tennessee",-82.5728619,39.32583969
1016,Vineyard Free Health Clinics," 6000 Cooper Road, Westerville, Ohio",-82.9334146,43.83356811
1017,The Hope Center of the Wyoming Valley," 894 Marshall Street, Allegan, Michigan",-85.8338385,47.05857827
1018,Chicago Dental Society Foundation Clinic," 416 E. Roosevelt Rd. Suite 102, Wheaton, Illinois",,
1019,Rappahanock Clinic," 111 SW 3rd St Fl 2nd, Miami, Florida",-80.1960246,26.68771903
1020,KidSMILES Pediatric Dental Clinic," 770 Bethel Rd, Columbus, Ohio",-83.039612,43.79499557
1021,Bethesda Health Center," 133 Stetson Drive, Charlotte, North Carolina",-80.7615889,37.75715184
1022,The Free Clinic of Meridian," 4707 Popular Springs Drive, Meridian, Mississippi",-88.701167,34.28755005
1023,Alliance Medical Ministry," 101 Donald Ross Dr, Raleigh, North Carolina",-78.5917648,38.36436345
1024,Bread For The City," 1525 7th St NW, Washington, District of Columbia",-77.0216105,42.30017833
1025,Good Samaritan Free Health Center," 3727 St. Lawrence Avenue, Cincinnati, Ohio",-84.5735897,42.55775227
1026,Vineyard Free Health Clinic," 6000 Cooper Road, Westerville, Ohio",-82.9334146,43.83356811
1027,Genesis Community Clinic," 215 W. 35th Street, Garden City, Idaho",-116.2420868,48.57241387
1028,Hope Clinic of McKinney," 105 W Pine St, Wytheville, Virginia",-81.0867906,39.81722183
1029,IMANA (not a clinic but may be able to help find one)," 101 W 22nd Street, Lombard, Illinois",-88.0184066,46.15307386
1030,Community Helping Place Free Medical Clinic," PO Box 712, Dahlonega, Georgia",-83.9843953,36.82797437
1031,Mission Smiles," 801 E Hillsborough Avenue,  Tampa, Florida",-82.4526928,29.18131129
1032,Jeanie Schmidt Free Clinic," 200 S Mill St, Lewisville, Texas",-96.9938569,35.04506
1033,North Carolina Association of Free Clinics," P.O. Box 2589, Winston Salem, North Carolina",-80.244216,38.75665063
1034,PediPlace," 7989 Belt Line Rd., Dallas, Texas",-96.7705201,34.93539231
1035,Shalom Free Clinic," 1010 Mangrove Ave D, Chico, California",-121.8360046,43.3727961
1036,Middle Tyger Community Clinic," 84 Groce Road, Lyman, South Carolina",-82.1219273,37.34144212
1037,Free Clinic Association of Pennsylvania," 980 East Penn Drive, West Chester, Pennsylvania",-75.6031887,43.68744154
1038,"MyClinic, Inc."," 411 W. Indiantown Road, Jupiter, Florida",-80.1002414,27.98498878
1039,Dove Medical," 487 E. 11th Avenue, Eugene, Oregon",-123.0854338,49.16348872
1040,Berkeley Free Clinic," 2339 Durant Avenue, Berkeley, California",-122.261785,40.96997658
1041,Linworth Free Clinic," 5400 Linworth Road, Columbus, Ohio",-83.0433024,43.80863184
1042,Volunteers In Medicine Clinic SC," 15 Northridge Dr, Hilton Head Island, South Carolina",-80.7066175,34.0634008
1043,Good Samaritan Clinic," 1808 Chapin Road, Chapin, South Carolina",-81.3646592,36.39969302
1044,Good Samaritan Clinic," 1786 Hwy 174, Edisto Island, South Carolina",-80.288939,34.48770995
1045,Good Samaritan Clinic," 1316 Leaphart Street, West Columbia, South Carolina",-81.078906,36.18819619
1046,Health Intervention Services," 15 Andre St SE, Grand Rapids, Michigan",-85.6659895,47.61686102
1047,Samaritan Regional Health Clinic," 937 Broadway, Cape Girardeau, Missouri",-89.5310394,40.26221015
1048,The Broad Street Clinic," 534 North 35th Street, Suite K, Morehead City, North Carolina",-76.7531801,37.07941362
1049,Covenant Indigent Healthcare," 117 S. William Barnett Avenue, Cleveland, Texas",-95.085538,31.86646642
1050,Borland Free Clinic," 3550 Borland Road, Tualatin, Oregon",-122.7123849,51.02896557
1051,Mel Leaman Free Clinic of Smyth County," 1583 N Main St, Marion, Virginia",-81.4919129,39.68561044
1052,Grace Clinics of Ohio," 2052 Cleveland Avenue, Columbus, Ohio",-82.9702712,43.72251644
1053,A Storehouse Free. Medical Ministries," 675 E Lexington Rd, Mocksville, North Carolina",-80.5562599,38.49819636
1054,Dr. Richard F Clark (h.e.l.p. Medical Clinic)," 1320 Lasalle Ave, Hampton, Virginia",-76.3615922,39.91598472
1055,Grace Clinic of Delaware," 40 South Franklin Street, Delaware, Ohio",-83.0699436,44.10080836
1056,Health Quest Of Union County," 415 E Franklin St, Monroe, North Carolina",-80.5411553,37.38181816
1057,Volunteers In Medicine Lake St. Louis," 10710 Veterans Memorial Pkwy, Ste. 100, Lake St Louis, Missouri",-90.7721252,42.16203286
1058,Northwest Louisiana Interfaith Pharmacy," 909 Olive Street, Shreveport, Louisiana",-93.7490024,34.38863306
1059,Medical Missions For Christ Community Health Center," 1974 N Business Route 5, Camdenton, Missouri",-92.767621,41.17022278
1060,Tappahannock Regional Free Clinic," 317 Duke Street, Tappahannock, Virginia",-76.8596569,41.04562256
1061,Free Clinic of Our Towns," 212 Gamble St, Davidson, North Carolina",-80.8537586,38.01573858
1062,Faith Community Pharmacy," 7033 Burlington Pike, Florence, Kentucky",-84.6297885,42.42366329
1063,St. Joseph Primary Care," 4400 Falls of Neuse Rd., Raleigh, North Carolina",-78.6114703,38.4376231
1064,St. Vincent de Paul Charitable Pharmacy," 2033 Fish Hatchery Rd, Madison, Wisconsin",-89.4031862,47.77720749
1065,"Ministries of Jesus, Inc."," 34 Sims Cir, Waynesville, North Carolina",-82.964722,38.02325404
1066,Mansfield Caring Place Clinic," 901 W Broad St., Mansfield, Texas",-97.1577645,34.46743985
